様式一覧
様式 0. 基本情報入力シート
様式 1. (共通)室仕様入力シート
様式 2-1. (空調)空調ゾーン入力シート
様式 2-2. (空調)外壁構成入力シート
様式 2-3. (空調)窓仕様入力シート
様式 2-4. (空調)外皮仕様入力シート
様式 2-5. (空調)熱源入力シート
様式 2-6. (空調)二次ポンプ入力シート
様式 2-7. (空調)空調機入力シート
様式 3-1. (換気)換気対象室入力シート
様式 3-2. (換気)給排気送風機入力シート
様式 3-3. (換気)換気代替空調機入力シート
様式 4. (照明)照明入力シート
様式 5-1. (給湯)給湯対象室入力シート
様式 5-2. (給湯)給湯機器入力シート
様式 6. (昇降機)昇降機入力シート
様式 7-1. (効率化)太陽光発電システム入力シート
様式 7-2. (効率化)コ-ジェネレーション設備入力シート(CASCADE用)
様式 7-3. (効率化)コ-ジェネレーション設備入力シート
様式 8. (外皮)非空調外皮仕様入力シート
様式 9. (共通)モデル建物設定シート
